KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE		HARGA JUAL	HARGA MODAL	QTY	HARGA NET
APAREL	4055011 741028	AB 7102	COOL 365 TEE	M	COOL 365 TEE;AB 7102;M	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL	4055011 745262	AB 7102	COOL 365 TEE	L	COOL 365 TEE;AB 7102;L	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL	4055011 745255	AB 7102	COOL 365 TEE	XL	COOL 365 TEE;AB 7102;XL	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL					;;		  -   		  -   
APAREL	4055338 629764	AB 7114	COOL 365 SH WV	S	COOL 365 SH WV;AB 7114;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4055338 628897	AB 7114	COOL 365 SH WV	M	COOL 365 SH WV;AB 7114;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055338 628835	AB 7114	COOL 365 SH WV	L	COOL 365 SH WV;AB 7114;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055338 628842	AB 7114	COOL 365 SH WV	XL	COOL 365 SH WV;AB 7114;XL	 Rp 399,000 	  233,415.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055017 297161	AB 7414	ESS 3S F2 HOOD B	S	ESS 3S F2 HOOD B;AB 7414;S	 Rp 899,000 	  525,915.00 	1	  525,915.00 
APAREL	4055017 297192	AB 7414	ESS 3S F2 HOOD B	M	ESS 3S F2 HOOD B;AB 7414;M	 Rp 899,000 	  525,915.00 	2	  1,051,830.00 
APAREL	4055017 295938	AB 7414	ESS 3S F2 HOOD B	L	ESS 3S F2 HOOD B;AB 7414;L	 Rp 899,000 	  525,915.00 	1	  525,915.00 
APAREL	4055017 297031	AB 7414	ESS 3S F2 HOOD B	XL	ESS 3S F2 HOOD B;AB 7414;XL	 Rp 899,000 	  525,915.00 	1	  525,915.00 
APAREL					;;		  -   		  -   
APAREL	4055339 260461	AB 7684	LABEL TEE	M	LABEL TEE;AB 7684;M	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055339 260416	AB 7684	LABEL TEE	L	LABEL TEE;AB 7684;L	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055339 260362	AB 7684	LABEL TEE	XL	LABEL TEE;AB 7684;XL	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL					;;		  -   		  -   
APAREL	4055339 259236	AB 7685	LABEL TEE	S	LABEL TEE;AB 7685;S	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055339 259199	AB 7685	LABEL TEE	M	LABEL TEE;AB 7685;M	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055339 259250	AB 7685	LABEL TEE	L	LABEL TEE;AB 7685;L	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055339 259243	AB 7685	LABEL TEE	XL	LABEL TEE;AB 7685;XL	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL					;;		  -   		  -   
APAREL	4055338 668206	AB 8045	GRAPH STR TEE	M	GRAPH STR TEE;AB 8045;M	 Rp 349,000 	  204,165.00 	0	  -   
APAREL	4055338 668251	AB 8045	GRAPH STR TEE	L	GRAPH STR TEE;AB 8045;L	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4055339 267491	AB 8047	GRAPH STR TEE	M	GRAPH STR TEE;AB 8047;M	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4055339 267415	AB 8047	GRAPH STR TEE	L	GRAPH STR TEE;AB 8047;L	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4055339 267484	AB 8047	GRAPH STR TEE	XL	GRAPH STR TEE;AB 8047;XL	 Rp 349,000 	  204,165.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055017 297406	AB 9165	AIS SHORT KN 35	S	AIS SHORT KN 35;AB 9165;S	 Rp 359,000 	  210,015.00 	0	  -   
APAREL	4055017 297444	AB 9165	AIS SHORT KN 35	M	AIS SHORT KN 35;AB 9165;M	 Rp 359,000 	  210,015.00 	0	  -   
APAREL	4055017 297376	AB 9165	AIS SHORT KN 35	L	AIS SHORT KN 35;AB 9165;L	 Rp 359,000 	  210,015.00 	0	  -   
APAREL	4055017 297390	AB 9165	AIS SHORT KN 35	XL	AIS SHORT KN 35;AB 9165;XL	 Rp 359,000 	  210,015.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055017 157908	AB 9166	AIS SHORTKN 3S	S	AIS SHORTKN 3S;AB 9166;S	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055017 157915	AB 9166	AIS SHORTKN 3S	M	AIS SHORTKN 3S;AB 9166;M	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055017 157946	AB 9166	AIS SHORTKN 3S	L	AIS SHORTKN 3S;AB 9166;L	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055017 157984	AB 9166	AIS SHORTKN 3S	XL	AIS SHORTKN 3S;AB 9166;XL	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL					;;		  -   		  -   
APAREL	4055011 227560	AB 9177	BASE 3S TEE	XS	BASE 3S TEE;AB 9177;XS	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4055011 227652	AB 9177	BASE 3S TEE	S	BASE 3S TEE;AB 9177;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4055011 210418	AB 9180	BASE 3S TEE	S	BASE 3S TEE;AB 9180;S	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4055011 210340	AB 9180	BASE 3S TEE	M	BASE 3S TEE;AB 9180;M	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4055011 210289	AB 9180	BASE 3S TEE	L	BASE 3S TEE;AB 9180;L	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4055011 210319	AB 9180	BASE 3S TEE	XL	BASE 3S TEE;AB 9180;XL	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4055338 738190	AB 9561	SST GRAPHIC TEE	M	SST GRAPHIC TEE;AB 9561;M	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055338 738114	AB 9561	SST GRAPHIC TEE	L	SST GRAPHIC TEE;AB 9561;L	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055338 738183	AB 9561	SST GRAPHIC TEE	XL	SST GRAPHIC TEE;AB 9561;XL	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL					;;		  -   		  -   
APAREL	4055338 7250015	AB 9561	SST GRAPICH TEE	S	SST GRAPICH TEE;AB 9561;S	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055338 725060	AB 9562	SST GRAPICH TEE	M	SST GRAPICH TEE;AB 9562;M	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055338 725039	AB 9562	SST GRAPICH TEE	L	SST GRAPICH TEE;AB 9562;L	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055338 720935	AB 9562	SST GRAPICH TEE	XL	SST GRAPICH TEE;AB 9562;XL	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL					;;		  -   		  -   
APAREL	4055339 296927	AB 9706	SST CUFFED TP	S	SST CUFFED TP;AB 9706;S	 Rp 799,000 	  467,415.00 	1	  467,415.00 
APAREL	4055339 296934	AB 9706	SST CUFFED TP	M	SST CUFFED TP;AB 9706;M	 Rp 799,000 	  467,415.00 	2	  934,830.00 
APAREL	4055339 296897	AB 9706	SST CUFFED TP	L	SST CUFFED TP;AB 9706;L	 Rp 799,000 	  467,415.00 	2	  934,830.00 
APAREL	4055339 296903	AB 9706	SST CUFFED TP	XL	SST CUFFED TP;AB 9706;XL	 Rp 799,000 	  467,415.00 	1	  467,415.00 
APAREL					;;		  -   		  -   
APAREL	4055339 377336	AB 9717	SST TT	S	SST TT;AB 9717;S	 Rp 999,000 	  584,415.00 	1	  584,415.00 
APAREL	4055339 377374	AB 9717	SST TT	M	SST TT;AB 9717;M	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
APAREL	4055339 377312	AB 9717	SST TT	L	SST TT;AB 9717;L	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
APAREL	40553399 377343	AB 9717	SST TT	XL	SST TT;AB 9717;XL	 Rp 999,000 	  584,415.00 	1	  584,415.00 
APAREL					;;		  -   		  -   
APAREL	4055015 196428	AC 0294	BARRICADE POLO	L	BARRICADE POLO;AC 0294;L	 Rp 649,000 	  379,665.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055015 187891	AC 0295	BARRICADE POLO	S	BARRICADE POLO;AC 0295;S	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL	4055015 187808	AC 0295	BARRICADE POLO	L	BARRICADE POLO;AC 0295;L	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL	4055015 187778	AC 0295	BARRICADE POLO	XL	BARRICADE POLO;AC 0295;XL	 Rp 649,000 	  379,665.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055015 003955	AC1414	MUFC H JSY	S	MUFC H JSY;AC1414;S	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055015 003986	AC1414	MUFC H JSY	M	MUFC H JSY;AC1414;M	 Rp 849,000 	  496,665.00 	2	  993,330.00 
APAREL					;;		  -   		  -   
APAREL	4055015 043036	AC 1416	MUFC H JSY L	L	MUFC H JSY L;AC 1416;L	 Rp 999,000 	  584,415.00 	1	  584,415.00 
APAREL	4055015 042992	AC 1416	MUFC H JSY L	XL	MUFC H JSY L;AC 1416;XL	 Rp 999,000 	  584,415.00 	1	  584,415.00 
APAREL					;;		  -   		  -   
APAREL	4055015 289472	AC2127	RS GRAPHIC SS M	M	RS GRAPHIC SS M;AC2127;M	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL					;;		  -   		  -   
APAREL	4055014 986693	AH5104	CFC H JSY	S	CFC H JSY;AH5104;S	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 986723	AH5104	CFC H JSY	L	CFC H JSY;AH5104;L	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 986686	AH5104	CFC H JSY	XL	CFC H JSY;AH5104;XL	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL					;;		  -   		  -   
APAREL	4055014 913477	AH 5106	CFC H SHO	L	CFC H SHO;AH 5106;L	 Rp 549,000 	  321,165.00 	1	  321,165.00 
APAREL	4055014 913415	AH 5106	CFC H SHO	XL	CFC H SHO;AH 5106;XL	 Rp 549,000 	  321,165.00 	1	  321,165.00 
APAREL					;;		  -   		  -   
APAREL	4055014 862812	AH 5108	CFC A JSY	S	CFC A JSY;AH 5108;S	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 859751	AH 5108	CFC A JSY	L	CFC A JSY;AH 5108;L	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 859836	AH 5108	CFC A JSY	XL	CFC A JSY;AH 5108;XL	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL					;;		  -   		  -   
APAREL	4055014 956825	AH 5113	CFC 3 JSY	S	CFC 3 JSY;AH 5113;S	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 960952	AH 5113	CFC 3 JSY	M	CFC 3 JSY;AH 5113;M	 Rp 849,000 	  496,665.00 	2	  993,330.00 
APAREL	4055014 960938	AH 5113	CFC 3 JSY	L	CFC 3 JSY;AH 5113;L	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL					;;		  -   		  -   
APAREL	4055342 674392	AI 6363	MU FC A JSY	M	MU FC A JSY;AI 6363;M	 Rp 849,000 	  496,665.00 	2	  993,330.00 
APAREL	4055342 674477	AI 6363	MU FC A JSY	L	MU FC A JSY;AI 6363;L	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055342 674446	AI 6363	MU FC A JSY	XL	MU FC A JSY;AI 6363;XL	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL					;;		  -   		  -   
APAREL	4056559 989064	AJ 8080	BASE PLAIN TEE	S	BASE PLAIN TEE;AJ 8080;S	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL	4056559 989095	AJ 8080	BASE PLAIN TEE	M	BASE PLAIN TEE;AJ 8080;M	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL	4056559 989132	AJ 8080	BASE PLAIN TEE	L	BASE PLAIN TEE;AJ 8080;L	 Rp 229,000 	  133,965.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4056559 971373	AJ 8088	BASE PLAIN POLO	S	BASE PLAIN POLO;AJ 8088;S	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4056559 971328	AJ 8088	BASE PLAIN POLO	M	BASE PLAIN POLO;AJ 8088;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4056559 971182	AJ 8088	BASE PLAIN POLO	L	BASE PLAIN POLO;AJ 8088;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4056562 670300	AK 1764	ESS YD POLO	S	ESS YD POLO;AK 1764;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4056562 666129	AK 1764	ESS YD POLO	M	ESS YD POLO;AK 1764;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4056562 666099	AK 1764	ESS YD POLO	L	ESS YD POLO;AK 1764;L	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4056562 144849	AK 1766	ESS YD POLO	S	ESS YD POLO;AK 1766;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4056562 144733	AK 1766	ESS YD POLO	M	ESS YD POLO;AK 1766;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4056562 144726	AK 1766	ESS YD POLO	L	ESS YD POLO;AK 1766;L	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4056562 667041	AK 1819	LIN 3S TEE	M	LIN 3S TEE;AK 1819;M	 Rp 429,000 	  250,965.00 	1	  250,965.00 
APAREL	4056562 667027	AK 1819	LIN 3S TEE	L	LIN 3S TEE;AK 1819;L	 Rp 429,000 	  250,965.00 	0	  -   
					;;		  -   		  -   
APAREL	4054713 247104	B 03906	E3S BACK CL POLO	XS	E3S BACK CL POLO;B 03906;XS	 Rp 259,000 	  151,515.00 	1	  151,515.00 
					;;		  -   		  -   
APAREL	4054072 358220	D 04593	TS VALUE OC	XS	TS VALUE OC;D 04593;XS	 Rp 499,000 	  291,915.00 	2	  583,830.00 
APAREL	4054072 358237	D 04593	TS VALUE OC	S	TS VALUE OC;D 04593;S	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL					;;		  -   		  -   
APAREL	4054072 366928	D 04597	TS BASIC 3S CH	XS	TS BASIC 3S CH;D 04597;XS	 Rp 499,000 	  291,915.00 	1	  291,915.00 
APAREL	4054072 366904	D 04597	TS BASIC 3S CH	M	TS BASIC 3S CH;D 04597;M	 Rp 499,000 	  291,915.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	405407 371052	D 04612	PANT GIRARD 3C OC	XS	PANT GIRARD 3C OC;D 04612;XS	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL					;;		  -   		  -   
APAREL	4054065 022220	D79969	RSP SLT M	XS	RSP SLT M;D79969;XS	 Rp 229,000 	  133,965.00 	6	  803,790.00 
APAREL	4054065 022251	D79969	RSP SLT M	S	RSP SLT M;D79969;S	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL					;;		  -   		  -   
APAREL	4054065 102946	D79970	RSP SS TM	S	RSP SS TM;D79970;S	 Rp 249,000 	  145,665.00 	4	  582,660.00 
APAREL	4054065 102960	D79970	RSP SS TM	XS	RSP SS TM;D79970;XS	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL	4054065 102977	D79970	RSP SS TM	M	RSP SS TM;D79970;M	 Rp 249,000 	  145,665.00 	2	  291,330.00 
APAREL					;;		  -   		  -   
APAREL	4054065 136699	D 79996	F50 CL TEE	XS	F50 CL TEE;D 79996;XS	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054071 550847	D 82507	TF BASE LS	XS	TF BASE LS;D 82507;XS	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054071 550861	D 82507	TF BASE LS	M	TF BASE LS;D 82507;M	 Rp 399,000 	  233,415.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4054071 458945	D 82105	TF BASE ST 9	XS	TF BASE ST 9;D 82105;XS	 Rp 279,000 	  163,215.00 	2	  326,430.00 
APAREL	4054071 458914	D 82105	TF BASE ST 10	S	TF BASE ST 10;D 82105;S	 Rp 279,000 	  163,215.00 	1	  163,215.00 
APAREL					;;		  -   		  -   
APAREL	4054071 055830	D 82125	TF BASE TIGHT	XS	TF BASE TIGHT;D 82125;XS	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054071 055694	D 82125	TF BASE TIGHT	S	TF BASE TIGHT;D 82125;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054071 055793	D 82125	TF BASE TIGHT	L	TF BASE TIGHT;D 82125;L	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	051937 503443	D 83044	DFB POLO	S	DFB POLO;D 83044;S	 Rp 449,000 	  262,665.00 	1	  262,665.00 
APAREL					;;		  -   		  -   
APAREL	4051937 500268	D 83045	DFB POLO	S	DFB POLO;D 83045;S	 Rp 449,000 	  262,665.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4053518 945710	D84554	RSP BERMUDA	XS	RSP BERMUDA;D84554;XS	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4053518 945703	D84554	RSP BERMUDA	S	RSP BERMUDA;D84554;S	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4053518 945734	D84554	RSP BERMUDA	M	RSP BERMUDA;D84554;M	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054065 165316 	D 84562	RSP TEE	XS	RSP TEE;D 84562;XS	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4054065 165347	D 84562	RSP TEE	S	RSP TEE;D 84562;S	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4054065 165323	D 84562	RSP TEE	M	RSP TEE;D 84562;M	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4054065 165354	D 84562	RSP TEE	L	RSP TEE;D 84562;L	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL					;;		  -   		  -   
APAREL	4054065 169857	D 84563	RSP TEE	XS	RSP TEE;D 84563;XS	 Rp 349,000 	  204,165.00 	9	  1,837,485.00 
APAREL	4054065 169833	D 84563	RSP TEE	S	RSP TEE;D 84563;S	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4054065 169826	D 84563	RSP TEE	M	RSP TEE;D 84563;M	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4054065 169864	D 84563	RSP TEE	L	RSP TEE;D 84563;L	 Rp 349,000 	  204,165.00 	2	  408,330.00 
APAREL					;;		  -   		  -   
APAREL	4054065 694340	D84565	RSP TRAD POLO	XS	RSP TRAD POLO;D84565;XS	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4053518 934233	D 84566	RSP TRAD POLO	XS	RSP TRAD POLO;D 84566;XS	 Rp 399,000 	  233,415.00 	3	  700,245.00 
APAREL					;;		  -   		  -   
APAREL	4053518 781868	D 84679	TS GALAXY POLO	XS	TS GALAXY POLO;D 84679;XS	 Rp 299,000 	  174,915.00 	9	  1,574,235.00 
APAREL	4053518 781875	D 84679	TS GALAXY POLO	S	TS GALAXY POLO;D 84679;S	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL					;;		  -   		  -   
APAREL	4053518 895275	D84681	TS GALAXY POLO	M	TS GALAXY POLO;D84681;M	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4053518 965114	D 84682	TS GALAXY POLO	XS	TS GALAXY POLO;D 84682;XS	 Rp 299,000 	  174,915.00 	0	  -   
APAREL	4053518 965312	D 84682	TS GALAXY POLO	M	TS GALAXY POLO;D 84682;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4053518 626541	D84684	TS GALAXY SHORT	XS	TS GALAXY SHORT;D84684;XS	 Rp 299,000 	  174,915.00 	7	  1,224,405.00 
APAREL	4053518 626527	D84684	TS GALAXY SHORT	S	TS GALAXY SHORT;D84684;S	 Rp 299,000 	  174,915.00 	9	  1,574,235.00 
APAREL	4053518 629122	D84684	TS GALAXY SHORT	M	TS GALAXY SHORT;D84684;M	 Rp 299,000 	  174,915.00 	6	  1,049,490.00 
APAREL	4053518 626466	D84684	TS GALAXY SHORT	L	TS GALAXY SHORT;D84684;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL	4053518 629047	D84684	TS GALAXY SHORT	XL	TS GALAXY SHORT;D84684;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4053518 620174	D 84689	TS GALAXY TEE	XS	TS GALAXY TEE;D 84689;XS	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL	4053518 620099	D 84689	TS GALAXY TEE	S	TS GALAXY TEE;D 84689;S	 Rp 249,000 	  145,665.00 	6	  873,990.00 
APAREL	4053518 618621	D 84689	TS GALAXY TEE	M	TS GALAXY TEE;D 84689;M	 Rp 249,000 	  145,665.00 	2	  291,330.00 
APAREL					;;		  -   		  -   
APAREL	4053518 602439	D 84694	TS GALAXY TEE	XS	TS GALAXY TEE;D 84694;XS	 Rp 299,000 	  174,915.00 	9	  1,574,235.00 
APAREL	4053518 602453	D 84694	TS GALAXY TEE	S	TS GALAXY TEE;D 84694;S	 Rp 299,000 	  174,915.00 	8	  1,399,320.00 
APAREL	4053518 602378	D 84694	TS GALAXY TEE	M	TS GALAXY TEE;D 84694;M	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4053518 795728	D 84704	TS STRIPE POLO 3	XS	TS STRIPE POLO 3;D 84704;XS	 Rp 399,000 	  233,415.00 	6	  1,400,490.00 
APAREL	4053516 795667	D 84704	TS STRIPE POLO 4	S	TS STRIPE POLO 4;D 84704;S	 Rp 399,000 	  233,415.00 	4	  933,660.00 
APAREL					;;		  -   		  -   
APAREL	4054065 811190	D 85669	CLIMACHILL TEE	S	CLIMACHILL TEE;D 85669;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054065 811152	D 85669	CLIMACHILL TEE	XS	CLIMACHILL TEE;D 85669;XS	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4054065 807049	D85671	CLIMACHIL TEE	XS	CLIMACHIL TEE;D85671;XS	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4054065 815846	D85673	CLIMACHILL TEE	XS	CLIMACHILL TEE;D85673;XS	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054065 815877	D85673	CLIMACHILL TEE	S	CLIMACHILL TEE;D85673;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054065 815839	D85673	CLIMACHILL TEE	M	CLIMACHILL TEE;D85673;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4054065 162971	D 85697 	RSP SL T M	XS	RSP SL T M;D 85697 ;XS	 Rp 229,000 	  133,965.00 	4	  535,860.00 
APAREL	4054065 163022	D 85697 	RSP SL T M	S	RSP SL T M;D 85697 ;S	 Rp 229,000 	  133,965.00 	3	  401,895.00 
APAREL					;;		  -   		  -   
APAREL	4054065 025504	D 85700	RSP SS T M	XS	RSP SS T M;D 85700;XS	 Rp 249,000 	  145,665.00 	4	  582,660.00 
APAREL	4054065 025474	D 85700	RSP SS T M	S	RSP SS T M;D 85700;S	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL					;;		  -   		  -   
APAREL	4054065 097624	D 85706	RSP SS T M	XS	RSP SS T M;D 85706;XS	 Rp 249,000 	  145,665.00 	4	  582,660.00 
APAREL	4054065 097631	D 85706	RSP SS T M	S	RSP SS T M;D 85706;S	 Rp 249,000 	  145,665.00 	4	  582,660.00 
APAREL	4054065 096252		RSP SS T M	M	RSP SS T M;;M	 Rp 249,000 	  145,665.00 	1	  145,665.00 
APAREL					;;		  -   		  -   
APAREL	4053518 948865	D 85726	RSP S TI M	S	RSP S TI M;D 85726;S	 Rp 399,000 	  233,415.00 	3	  700,245.00 
APAREL	4053518 948827	D 85726	RSP S TI M	M	RSP S TI M;D 85726;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4053518 948841	D 85726	RSP S TI M	L	RSP S TI M;D 85726;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4054072 183464	D87224	ACM H JSY	M	ACM H JSY;D87224;M	 Rp 749,000 	  438,165.00 	3	  1,314,495.00 
APAREL	4054072 187578	D87224	ACM H JSY	L	ACM H JSY;D87224;L	 Rp 749,000 	  438,165.00 	2	  876,330.00 
APAREL					;;		  -   		  -   
APAREL	4054709 886133	D 87232	ACM H SHO	S	ACM H SHO;D 87232;S	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4054709 882005	D 87232	ACM H SHO	M	ACM H SHO;D 87232;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054709 886157	D 87232	ACM H SHO	L	ACM H SHO;D 87232;L	 Rp 399,000 	  233,415.00 	0	  -   
APAREL	4054709 882050	D 87232	ACM H SHO	XL	ACM H SHO;D 87232;XL	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4054073 889228	D87367	TEAM 14 JERSEY	S	TEAM 14 JERSEY;D87367;S	 Rp 179,000 	  104,715.00 	2	  209,430.00 
APAREL					;;		  -   		  -   
APAREL	4054069 366177	D 87396	PEPA SHORT WB	S	PEPA SHORT WB;D 87396;S	 Rp 179,000 	  104,715.00 	7	  733,005.00 
APAREL	4054069 362056	D 87396	PEPA SHORT WB	M	PEPA SHORT WB;D 87396;M	 Rp 179,000 	  104,715.00 	3	  314,145.00 
APAREL	4054069 362094	D 87396	PEPA SHORT WB	L	PEPA SHORT WB;D 87396;L	 Rp 179,000 	  104,715.00 	1	  104,715.00 
APAREL					;;		  -   		  -   
APAREL	4054069 375025	D 87397	PEPA SHORT WB	S	PEPA SHORT WB;D 87397;S	 Rp 179,000 	  104,715.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4054069 387783	D 87398	PEPA SHORT WB	S	PEPA SHORT WB;D 87398;S	 Rp 179,000 	  104,715.00 	5	  523,575.00 
APAREL	4054069 387851	D 87398	PEPA SHORT WB	M	PEPA SHORT WB;D 87398;M	 Rp 179,000 	  104,715.00 	1	  104,715.00 
APAREL					;;		  -   		  -   
APAREL	4054065 066989	D 88342	RSP W JKT M	XS	RSP W JKT M;D 88342;XS	 Rp 599,000 	  350,415.00 	5	  1,752,075.00 
