KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE		HARGA JUAL	HARGA MODAL	QTY	HARGA NET
APAREL	4053518 981565	M 31266	CLTR F2 LIGHT	M	CLTR F2 LIGHT;M 31266;M	 Rp 829,000 	  484,965.00 	3	  1,454,895.00 
APAREL					;;		  -   		  -   
APAREL	4054714 161218	M 36292	ACM ANTH TEE	L	ACM ANTH TEE;M 36292;L	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4054714 161164	M 36292	ACM ANTH TEE	XL	ACM ANTH TEE;M 36292;XL	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054072 127673	M 37136	CFC POLO	XS	CFC POLO;M 37136;XS	 Rp 469,000 	  274,365.00 	2	  548,730.00 
APAREL	4054072 127666	M 37136	CFC POLO	S	CFC POLO;M 37136;S	 Rp 469,000 	  274,365.00 	1	  274,365.00 
APAREL	4054072 127635	M 37136	CFC POLO	M	CFC POLO;M 37136;M	 Rp 469,000 	  274,365.00 	1	  274,365.00 
APAREL	4054072 124887	M 37136	CFC POLO	L	CFC POLO;M 37136;L	 Rp 469,000 	  274,365.00 	1	  274,365.00 
APAREL					;;		  -   		  -   
APAREL	4054072 618751	M 60906	BARRICADE POLO	XS	BARRICADE POLO;M 60906;XS	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL	4054072 618812	M 60906	BARRICADE POLO	S	BARRICADE POLO;M 60906;S	 Rp 649,000 	  379,665.00 	1	  379,665.00 
APAREL					;;		  -   		  -   
APAREL	4054712 447161	M 61214	RESP TREND POLO	XS	RESP TREND POLO;M 61214;XS	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4054712 579718	M 61232	RSP TRAD POLO	XS	RSP TRAD POLO;M 61232;XS	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054712 583791	M 61232	RSP TRAD POLO	S	RSP TRAD POLO;M 61232;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054712 579565	M 61232	RSP TRAD POLO	M	RSP TRAD POLO;M 61232;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4054072 298137	M 61813	W CLIMACHILL P	S	W CLIMACHILL P;M 61813;S	 Rp 499,000 	  291,915.00 	3	  875,745.00 
APAREL					;;		  -   		  -   
APAREL	4054712 428450	M 62284	RSP SS TM	XS	RSP SS TM;M 62284;XS	 Rp 279,000 	  163,215.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4054712 577998	M 62285	RSP SS TM	S	RSP SS TM;M 62285;S	 Rp 279,000 	  163,215.00 	4	  652,860.00 
APAREL	4054712 577929	M 62285	RSP SS TM	M	RSP SS TM;M 62285;M	 Rp 279,000 	  163,215.00 	2	  326,430.00 
APAREL					;;		  -   		  -   
APAREL	4054712 697016	M 62351	RSP W JKT M	XS	RSP W JKT M;M 62351;XS	 Rp 599,000 	  350,415.00 	3	  1,051,245.00 
APAREL	4054712 696996	M 62351	RSP W JKT M	S	RSP W JKT M;M 62351;S	 Rp 599,000 	  350,415.00 	1	  350,415.00 
APAREL					;;		  -   		  -   
APAREL	4054709 784552	M 67537	AESS POLO	XS	AESS POLO;M 67537;XS	 Rp 329,000 	  192,465.00 	3	  577,395.00 
APAREL	4054709 784583	M 67537	AESS POLO	S	AESS POLO;M 67537;S	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4054709 784620	M 67537	AESS POLO	M	AESS POLO;M 67537;M	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL					;;		  -   		  -   
APAREL	4054713 492764	M 68406	ICON SS TEE	S	ICON SS TEE;M 68406;S	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL	4054713 492726	M 68406	ICON SS TEE	M	ICON SS TEE;M 68406;M	 Rp 329,000 	  192,465.00 	1	  192,465.00 
APAREL					;;		  -   		  -   
APAREL	4054712 134153	M 68928	1949 ADIDAS	XS	1949 ADIDAS;M 68928;XS	 Rp 229,000 	  133,965.00 	3	  401,895.00 
APAREL	4054712 134191	M 68928	1949 ADIDAS	S	1949 ADIDAS;M 68928;S	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL					;;		  -   		  -   
APAREL	4054712 381175	M 68930	1949 ADIDAS	XS	1949 ADIDAS;M 68930;XS	 Rp 229,000 	  133,965.00 	5	  669,825.00 
APAREL	4054712 376492	M 68930	1949 ADIDAS	S	1949 ADIDAS;M 68930;S	 Rp 229,000 	  133,965.00 	4	  535,860.00 
APAREL	4054712 376522	M 68930	1949 ADIDAS	M	1949 ADIDAS;M 68930;M	 Rp 229,000 	  133,965.00 	0	  -   
APAREL	4054712 381168	M 68930	1949 ADIDAS	L	1949 ADIDAS;M 68930;L	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL					;;		  -   		  -   
APAREL	4054709 515224	M 69133	RGB FB SLIMN 4	XS	RGB FB SLIMN 4;M 69133;XS	 Rp 899,000 	  525,915.00 	1	  525,915.00 
APAREL					;;		  -   		  -   
APAREL	4054709 350290	M 69799	STREET BB HOODY	S	STREET BB HOODY;M 69799;S	 Rp 799,000 	  467,415.00 	2	  934,830.00 
APAREL	4054709 354526	M 69799	STREET BB HOODY	M	STREET BB HOODY;M 69799;M	 Rp 799,000 	  467,415.00 	1	  467,415.00 
APAREL					;;		  -   		  -   
APAREL	4054714 024728	S 03012	RUN TEE M	M	RUN TEE M;S 03012;M	 Rp 219,000 	  128,115.00 	1	  128,115.00 
APAREL	4054714 024667	S 03012	RUN TEE M	L	RUN TEE M;S 03012;L	 Rp 219,000 	  128,115.00 	2	  256,230.00 
APAREL	4054714 024810	S 03012	RUN TEE M	XL	RUN TEE M;S 03012;XL	 Rp 219,000 	  128,115.00 	2	  256,230.00 
APAREL					;;		  -   		  -   
APAREL	4054714 362202	S 03013	RUN TEE M	M	RUN TEE M;S 03013;M	 Rp 219,000 	  128,115.00 	3	  384,345.00 
APAREL	4054714 358106	S 03013	RUN TEE M	L	RUN TEE M;S 03013;L	 Rp 219,000 	  128,115.00 	5	  640,575.00 
APAREL	4054714 358038	S 03013	RUN TEE M	XL	RUN TEE M;S 03013;XL	 Rp 219,000 	  128,115.00 	2	  256,230.00 
APAREL					;;		  -   		  -   
APAREL	4055016 708873	S 08989	GENK 15 SHTS WB	S	GENK 15 SHTS WB;S 08989;S	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4055016 709054	S 08989	GENK 15 SHTS WB	M	GENK 15 SHTS WB;S 08989;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4055016 709023 	S 08989	GENK 15 SHTS WB	L	GENK 15 SHTS WB;S 08989;L	 Rp 199,000 	  116,415.00 	2	  232,830.00 
APAREL					;;		  -   		  -   
APAREL	4055016 853269	S 08990	GENK 15 SHTS WB	M	GENK 15 SHTS WB;S 08990;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4055016 857502	S 08990	GENK 15 SHTS WB	L	GENK 15 SHTS WB;S 08990;L	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4055016 706336	S 08991	GENK 15 SHTS WB	M	GENK 15 SHTS WB;S 08991;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4055016 706329	S 08991	GENK 15 SHTS WB	L	GENK 15 SHTS WB;S 08991;L	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4055016 706282	S 08991	GENK 15 SHTS WB	XL	GENK 15 SHTS WB;S 08991;XL	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4055016 848968	S 08995	GENK 15 JSY	S	GENK 15 JSY;S 08995;S	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL	4055016 848869	S 08995	GENK 15 JSY	M	GENK 15 JSY;S 08995;M	 Rp 199,000 	  116,415.00 	0	  -   
APAREL	4055016 848906	S 08995	GENK 15 JSY	L	GENK 15 JSY;S 08995;L	 Rp 199,000 	  116,415.00 	2	  232,830.00 
APAREL					;;		  -   		  -   
APAREL	4055016 896365	S 08996	GENK 15 JSY	M	GENK 15 JSY;S 08996;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4055016 710081	S 08998	GENK 15 JSY	M	GENK 15 JSY;S 08998;M	 Rp 199,000 	  116,415.00 	1	  116,415.00 
APAREL					;;		  -   		  -   
APAREL	4054714 380374	S 09371	RESPONSE TEE	S	RESPONSE TEE;S 09371;S	 Rp 698,000 	  408,330.00 	2	  816,660.00 
APAREL					;;				  -   
APAREL	4054714 516056	S 11159	AEROKNIT TEE	S	AEROKNIT TEE;S 11159;S	 Rp 299,000 	  174,915.00 	0	  -   
APAREL	4054714 516070	S 11159	AEROKNIT TEE	M	AEROKNIT TEE;S 11159;M	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4054714 516100	S 11159	AEROKNIT TEE	L	AEROKNIT TEE;S 11159;L	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4055014 060683	S 12329	ESS POLO	S	ESS POLO;S 12329;S	 Rp 699,000 	  408,915.00 	1	  408,915.00 
APAREL	4055014 060751	S 12329	ESS POLO	M	ESS POLO;S 12329;M	 Rp 699,000 	  408,915.00 	4	  1,635,660.00 
APAREL	4055014 060676	S 12329	ESS POLO	L	ESS POLO;S 12329;L	 Rp 699,000 	  408,915.00 	3	  1,226,745.00 
APAREL	4055014 060720	S 12329	ESS POLO	XL	ESS POLO;S 12329;XL	 Rp 699,000 	  408,915.00 	1	  408,915.00 
APAREL					;;		  -   		  -   
APAREL	4055014 928433	S 14294	FCB H JSY	S	FCB H JSY;S 14294;S	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 928436	S 14294	FCB H JSY	M	FCB H JSY;S 14294;M	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL	4055014 928471	S 14294	FCB H JSY	L	FCB H JSY;S 14294;L	 Rp 849,000 	  496,665.00 	1	  496,665.00 
APAREL					;;		  -   		  -   
APAREL	4054714 909766	S 14712	RSP  SGL M	S	RSP  SGL M;S 14712;S	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL	4054714 909803	S 14712	RSP SGL M	M	RSP SGL M;S 14712;M	 Rp 249,000 	  145,665.00 	5	  728,325.00 
APAREL	4054714 909872	S 14712	RSP SGL M	L	RSP SGL M;S 14712;L	 Rp 249,000 	  145,665.00 	5	  728,325.00 
APAREL	4054714 909889	S 14712	RSP SGL M	XL	RSP SGL M;S 14712;XL	 Rp 249,000 	  145,665.00 	3	  436,995.00 
APAREL					;;		  -   		  -   
APAREL	4054714 931231	S 14751	RSP 7 INCH SH M	S	RSP 7 INCH SH M;S 14751;S	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4054714 931040	S 14751	RSP 7 INCH SH M	M	RSP 7 INCH SH M;S 14751;M	 Rp 299,000 	  174,915.00 	5	  874,575.00 
APAREL	4054714 931132	S 14751	RSP 7 INCH SH M	L	RSP 7 INCH SH M;S 14751;L	 Rp 299,000 	  174,915.00 	4	  699,660.00 
APAREL	4054714 931118	S14751	RSP 7 INCH SH M	XL	RSP 7 INCH SH M;S14751;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	4054714 758968	S 14720	RSP SS T M	L	RSP SS T M;S 14720;L	 Rp 279,000 	  163,215.00 	1	  163,215.00 
APAREL	4054714 758920	S 14720	RSP SS T M	XL	RSP SS T M;S 14720;XL	 Rp 279,000 	  163,215.00 	1	  163,215.00 
APAREL					;;		  -   		  -   
APAREL	4054714 992225	S 14777	RSP W JKT M	S	RSP W JKT M;S 14777;S	 Rp 599,000 	  350,415.00 	2	  700,830.00 
APAREL	4054714 992201	S 14777	RSP W JKT M	M	RSP W JKT M;S 14777;M	 Rp 599,000 	  350,415.00 	5	  1,752,075.00 
APAREL	4054714 992157	S 14777	RSP W JKT M	L	RSP W JKT M;S 14777;L	 Rp 599,000 	  350,415.00 	2	  700,830.00 
APAREL	4054714 996377	S 14777	RSP W JKT M	XL	RSP W JKT M;S 14777;XL	 Rp 599,000 	  350,415.00 	1	  350,415.00 
APAREL					;;		  -   		  -   
APAREL	4054714 410323	S 15703	RESPONSE POLO	S	RESPONSE POLO;S 15703;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054714 721535	S 15703	RESPONSE POLO	M	RESPONSE POLO;S 15703;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054714 721627	S 15703	RESPONSE POLO	L	RESPONSE POLO;S 15703;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4054714 721474	S 15703	RESPONSE POLO	XL	RESPONSE POLO;S 15703;XL	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL					;;		  -   		  -   
APAREL	4054714 466610	S 15704	RESPONSE POLO	S	RESPONSE POLO;S 15704;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4054714 721535	S 15706	RESPONSE TEE	M	RESPONSE TEE;S 15706;M	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054714 667826 	S 15709	RESPONSE SHORT	S	RESPONSE SHORT;S 15709;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4054714 663552	S 15709	RESPONSE SHORT	L	RESPONSE SHORT;S 15709;L	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4054714 663576	S 15709	RESPONSE SHORT	XL	RESPONSE SHORT;S 15709;XL	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4054714 11001	S 15728	AEROCK POLO	S	AEROCK POLO;S 15728;S	 Rp 499,000 	  291,915.00 	2	  583,830.00 
APAREL					;;		  -   		  -   
APAREL	4055014 543469	S 16762	PES SHUT UP  & RUN	S	PES SHUT UP  & RUN;S 16762;S	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4055014 543476	S 16762	PES SHUT UP  & RUN	M	PES SHUT UP  & RUN;S 16762;M	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	4055014 539271	S 16762	PES SHUT UP & RUN	L	PES SHUT UP & RUN;S 16762;L	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	4055014 539301	S 16762	PES SHUT UP & RUN	XL	PES SHUT UP & RUN;S 16762;XL	 Rp 299,000 	  174,915.00 	1	  174,915.00 
APAREL					;;		  -   		  -   
APAREL	405514 762013 	S 16763	PES SHUT UP & RUN	S	PES SHUT UP & RUN;S 16763;S	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL	405514 761924	S 16763	PES SHUT UP & RUN	M	PES SHUT UP & RUN;S 16763;M	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	405514 757828	S 16763	PES SHUT UP & RUN	L	PES SHUT UP & RUN;S 16763;L	 Rp 299,000 	  174,915.00 	3	  524,745.00 
APAREL	405514 757842	S 16763	PES SHUT UP & RUN	XL	PES SHUT UP & RUN;S 16763;XL	 Rp 299,000 	  174,915.00 	2	  349,830.00 
APAREL					;;		  -   		  -   
APAREL	4054714 434244	S 17152	TAST 15 SHO B	S	TAST 15 SHO B;S 17152;S	 Rp 319,000 	  186,615.00 	3	  559,845.00 
APAREL	4054714 434169	S 17152	TAST 15 SHO B	M	TAST 15 SHO B;S 17152;M	 Rp 319,000 	  186,615.00 	5	  933,075.00 
APAREL	4054714 434206	S 17152	TAST 15 SHO B	L	TAST 15 SHO B;S 17152;L	 Rp 319,000 	  186,615.00 	5	  933,075.00 
APAREL	4054714 434114	S 17152	TAST 15 SHO B	XL	TAST 15 SHO B;S 17152;XL	 Rp 319,000 	  186,615.00 	1	  186,615.00 
APAREL					;;		  -   		  -   
APAREL	4054714 708123	S 17153	TAST 15 SHO WB	S	TAST 15 SHO WB;S 17153;S	 Rp 319,000 	  186,615.00 	3	  559,845.00 
APAREL	4054714 708154	S 17153	TAST 15 SHO WB	M	TAST 15 SHO WB;S 17153;M	 Rp 319,000 	  186,615.00 	5	  933,075.00 
APAREL	4054714 708543	S 17153	TAST 15 SHO WB	L	TAST 15 SHO WB;S 17153;L	 Rp 319,000 	  186,615.00 	5	  933,075.00 
APAREL	4054714 708086	S 17153	TAST 15 SHO WB	XL	TAST 15 SHO WB;S 17153;XL	 Rp 319,000 	  186,615.00 	2	  373,230.00 
APAREL							  -   		  -   
APAREL	4055012 499355	S 17593	ESS CHELSEA	M	ESS CHELSEA;S 17593;M	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4055012 499317	S 17593	ESS CHELSEA	L	ESS CHELSEA;S 17593;L	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL							  -   		  -   
APAREL	4055012 284852	S 17594	ESS CHELSEA	S	ESS CHELSEA;S 17594;S	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4055012 284838	S 17594	ESS CHELSEA	M	ESS CHELSEA;S 17594;M	 Rp 229,000 	  133,965.00 	3	  401,895.00 
APAREL	4055012 284821	S 17594	ESS  CHELSEA	L	ESS  CHELSEA;S 17594;L	 Rp 229,000 	  133,965.00 	3	  401,895.00 
APAREL	4055012 286498	S 17594	ESS CHELSEA	XL	ESS CHELSEA;S 17594;XL	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL							  -   		  -   
APAREL	4055012 499386	S 17595	ESS CHELSEA	S	ESS CHELSEA;S 17595;S	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4055012 499379	S 17595	ESS CHELSEA	M	ESS CHELSEA;S 17595;M	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4055012 499423	S 17595	ESS CHELSEA	L	ESS CHELSEA;S 17595;L	 Rp 229,000 	  133,965.00 	3	  401,895.00 
APAREL	4055012 499416	S 17595	ESS CHELSEA	XL	ESS CHELSEA;S 17595;XL	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL							  -   		  -   
APAREL	4055012 486232	S 17596	ESS CHELSEA	S	ESS CHELSEA;S 17596;S	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4055012 486263	S 17596	ESS CHELSEA	M	ESS CHELSEA;S 17596;M	 Rp 229,000 	  133,965.00 	3	  401,895.00 
APAREL	4055012 486287	S 17596	ESS CHELSEA	L	ESS CHELSEA;S 17596;L	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL	4055012 486256	S 17596	ESS CHELSEA	XL	ESS CHELSEA;S 17596;XL	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL							  -   		  -   
APAREL	4055014 602302	S 17652	ESS 3S TEE	S	ESS 3S TEE;S 17652;S	 Rp 349,000 	  204,165.00 	0	  -   
APAREL	4055014 606522	S 17652	ESS 3S TEE	M	ESS 3S TEE;S 17652;M	 Rp 349,000 	  204,165.00 	4	  816,660.00 
APAREL	4055014 606508	S 17652	ESS 3S TEE	L	ESS 3S TEE;S 17652;L	 Rp 349,000 	  204,165.00 	3	  612,495.00 
APAREL	4055014 602418	S 17652	ESS 3S TEE	XL	ESS 3S TEE;S 17652;XL	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL							  -   		  -   
APAREL	4055014 248609	S 17664	ESS 3S POLO	M	ESS 3S POLO;S 17664;M	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL							  -   		  -   
APAREL	4055014 224375	S 17667	ESS 3S POLO	S	ESS 3S POLO;S 17667;S	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL							  -   		  -   
APAREL	4055014 432916	S 17876	ESS 3S F2 HOOD B	S	ESS 3S F2 HOOD B;S 17876;S	 Rp 899,000 	  525,915.00 	0	  -   
APAREL	4055014 432978	S 17876	ESS 3S F2 HOOD B	M	ESS 3S F2 HOOD B;S 17876;M	 Rp 899,000 	  525,915.00 	1	  525,915.00 
APAREL	4055014 433012	S 17876	ESS 3S F2 HOOD B	L	ESS 3S F2 HOOD B;S 17876;L	 Rp 899,000 	  525,915.00 	1	  525,915.00 
APAREL	4055014 432992	S 17876	ESS 3S F2 HOOD B	XL	ESS 3S F2 HOOD B;S 17876;XL	 Rp 899,000 	  525,915.00 	0	  -   
APAREL							  -   		  -   
APAREL	4055014 258578	S 17881	ESS 3S CHELSEA	S	ESS 3S CHELSEA;S 17881;S	 Rp 229,000 	  133,965.00 	0	  -   
APAREL	4055014 258554	S 17881	ESS 3S CHELSEA	L	ESS 3S CHELSEA;S 17881;L	 Rp 229,000 	  133,965.00 	0	  -   
APAREL							  -   		  -   
APAREL	4055014 497809	S 17882	ESS 3S CHELSEA	M	ESS 3S CHELSEA;S 17882;M	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL	4055014 497885	S 17882	ESS 3S CHELSEA	L	ESS 3S CHELSEA;S 17882;L	 Rp 229,000 	  133,965.00 	2	  267,930.00 
APAREL	4055014 497861	S 17882	ESS 3S CHELSEA	XL	ESS 3S CHELSEA;S 17882;XL	 Rp 229,000 	  133,965.00 	1	  133,965.00 
APAREL							  -   		  -   
APAREL	4055014 655377	S 17889	ESS 3S 3/4 PANT	M	ESS 3S 3/4 PANT;S 17889;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055014 651225	S 17889	ESS 3S 3/4 PANT	L	ESS 3S 3/4 PANT;S 17889;L	 Rp 399,000 	  233,415.00 	0	  -   
APAREL							  -   		  -   
APAREL	4054714 121953	S 18078	AEROKNIT TEE	S	AEROKNIT TEE;S 18078;S	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL	4054714 121946	S 18078	AEROKNIT TEE	M	AEROKNIT TEE;S 18078;M	 Rp 349,000 	  204,165.00 	0	  -   
APAREL	4054714 121984	S 18078	AEROKNIT TEE	L	AEROKNIT TEE;S 18078;L	 Rp 349,000 	  204,165.00 	0	  -   
APAREL	4054714 121960	S 18078	AEROKNIT TEE	XL	AEROKNIT TEE;S 18078;XL	 Rp 349,000 	  204,165.00 	1	  204,165.00 
APAREL					;;		  -   		  -   
APAREL	4055014 147698	S 18243	COOL 365 TEE	L	COOL 365 TEE;S 18243;L	 Rp 379,000 	  221,715.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055014 003895	S 18246	COOL 365 TEE	S	COOL 365 TEE;S 18246;S	 Rp 379,000 	  221,715.00 	2	  443,430.00 
APAREL	4055014 008043	S 18246	COOL 365 TEE	M	COOL 365 TEE;S 18246;M	 Rp 379,000 	  221,715.00 	4	  886,860.00 
APAREL	4055014 008067	S 18246	COOL 365 TEE	L	COOL 365 TEE;S 18246;L	 Rp 379,000 	  221,715.00 	2	  443,430.00 
APAREL					;;		  -   		  -   
APAREL	4055014 177978	S 18247	COOL 365 TEE	S	COOL 365 TEE;S 18247;S	 Rp 379,000 	  221,715.00 	2	  443,430.00 
APAREL	4055014 177855	S 18247	COOL 365 TEE	M	COOL 365 TEE;S 18247;M	 Rp 379,000 	  221,715.00 	4	  886,860.00 
APAREL	4055014 177909	S 18247	COOL 365 TEE	L	COOL 365 TEE;S 18247;L	 Rp 379,000 	  221,715.00 	4	  886,860.00 
APAREL	4055014 177947	S 18247	COOL 365 TEE	XL	COOL 365 TEE;S 18247;XL	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL					;;		  -   		  -   
APAREL	4055014 190861	S 18248	COOL 365 TEE	M	COOL 365 TEE;S 18248;M	 Rp 379,000 	  221,715.00 	1	  221,715.00 
APAREL					;;		  -   		  -   
APAREL	4054714 044962	S 18250	COOL 365 TEE	M	COOL 365 TEE;S 18250;M	 Rp 379,000 	  221,715.00 	2	  443,430.00 
APAREL	4054714 044887	S 18250	COOL 365 TEE	L	COOL 365 TEE;S 18250;L	 Rp 379,000 	  221,715.00 	2	  443,430.00 
APAREL					;;		  -   		  -   
APAREL	4055013 927383	S 18252	COOL 365 POLO	M	COOL 365 POLO;S 18252;M	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055013 927314	S 18252	COOL 365 POLO	L	COOL 365 POLO;S 18252;L	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4055014 121827	S 18256	COOL 365 POLO	S	COOL 365 POLO;S 18256;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055014 121889	S 18256	COOL 365 POLO	M	COOL 365 POLO;S 18256;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4055014 121902	S 18256	COOL 365 POLO	L	COOL 365 POLO;S 18256;L	 Rp 399,000 	  233,415.00 	2	  466,830.00 
APAREL	4055014 11677	S 18256	COOL 365 POLO	XL	COOL 365 POLO;S 18256;XL	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL					;;		  -   		  -   
APAREL	4055016 816318	S 19077	ADIDAS 45 G TEE	S	ADIDAS 45 G TEE;S 19077;S	 Rp 359,000 	  210,015.00 	1	  210,015.00 
APAREL	4055016 816295	S 19077	ADIDAS 45 G TEE	M	ADIDAS 45 G TEE;S 19077;M	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055016 816257	S 19077	ADIDAS 45 G TEE	L	ADIDAS 45 G TEE;S 19077;L	 Rp 359,000 	  210,015.00 	4	  840,060.00 
APAREL	4055016 816356	S 19077	ADIDAS 45 G TEE	XL	ADIDAS 45 G TEE;S 19077;XL	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL					;;		  -   		  -   
APAREL	4055016 820346	S 19078	ADIDAS 45 G TEE	L	ADIDAS 45 G TEE;S 19078;L	 Rp 359,000 	  210,015.00 	2	  420,030.00 
APAREL	4055016 814994	S 19078	ADIDAS 45 G TEE	XL	ADIDAS 45 G TEE;S 19078;XL	 Rp 359,000 	  210,015.00 	0	  -   
APAREL					;;		  -   		  -   
APAREL	4055016 828618	S 19181	SST SHOE TEE	S	SST SHOE TEE;S 19181;S	 Rp 389,000 	  227,565.00 	2	  455,130.00 
APAREL	4055016 828595	S 19181	SST SHOE TEE	M	SST SHOE TEE;S 19181;M	 Rp 389,000 	  227,565.00 	3	  682,695.00 
APAREL	4055016 828571	S 19181	SST SHOE TEE	L	SST SHOE TEE;S 19181;L	 Rp 389,000 	  227,565.00 	5	  1,137,825.00 
APAREL	4055016 828533	S 19181	SST SHOE TEE	XL	SST SHOE TEE;S 19181;XL	 Rp 389,000 	  227,565.00 	1	  227,565.00 
APAREL					;;		  -   		  -   
APAREL	4054714 013234	S 19662	BASE 3S TEE	S	BASE 3S TEE;S 19662;S	 Rp 329,000 	  192,465.00 	2	  384,930.00 
APAREL	4054714 013210	S 19662	BASE 3S TEE	M	BASE 3S TEE;S 19662;M	 Rp 329,000 	  192,465.00 	0	  -   
APAREL							  -   		  -   
APAREL	4054714 239153	S 20302	CLIMACHILL TEE	S	CLIMACHILL TEE;S 20302;S	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054714 239085	S 20302	CLIMACHILL TEE	M	CLIMACHILL TEE;S 20302;M	 Rp 399,000 	  233,415.00 	1	  233,415.00 
APAREL	4054714 239108	S 20302	CLIMACHILL TEE	L	CLIMACHILL TEE;S 20302;L	 Rp 399,000 	  233,415.00 	4	  933,660.00 
APAREL							  -   		  -   
APAREL	4054714 226221	S 20303	CLIMACHILL TEE	S	CLIMACHILL TEE;S 20303;S	 Rp 399,000 	  233,415.00 	2	  466,830.00 
