KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE	NAM;ART;SIZE	HARGA JUAL	HARGA MODAL	QTY	HARGA NET
FOOTWERE	4055341 313377	S 77991	DURAMO SLIDE	6	DURAMO SLIDE;S 77991;6	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE	4055341 313391	S 77991	DURAMO SLIDE	7	DURAMO SLIDE;S 77991;7	 Rp 239,000 	  139,815.00 	7	  978,705.00 
FOOTWERE	4055341 313438	S 77991	DURAMO SLIDE	8	DURAMO SLIDE;S 77991;8	 Rp 239,000 	  139,815.00 	7	  978,705.00 
FOOTWERE	4055341 313339	S 77991	DURAMO SLIDE	9	DURAMO SLIDE;S 77991;9	 Rp 239,000 	  139,815.00 	5	  699,075.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055344 693780	S 78171	X 15.4 IN	6	X 15.4 IN;S 78171;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055344 693681	S 78171	X 15.4 IN	6-	X 15.4 IN;S 78171;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055344 693704	S 78171	X 15.4 IN	7	X 15.4 IN;S 78171;7	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055344 693742	S 78171	X 15.4 IN	8	X 15.4 IN;S 78171;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055344 693773	S 78171	X 15.4 IN	8-	X 15.4 IN;S 78171;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055344 693674	S 78171	X 15.4 IN	9	X 15.4 IN;S 78171;9	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055344 693630	S 78171	X 15.4 IN	9-	X 15.4 IN;S 78171;9-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055344 628867	S 78178	X 15.3 FG/AG	6	X 15.3 FG/AG;S 78178;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055344 632949	S 78178	X 15.3 FG/AG	6-	X 15.3 FG/AG;S 78178;6-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055344 628850	S 78178	X 15.3 FG/AG	8-	X 15.3 FG/AG;S 78178;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055344 628881	S 78178	X 15.3 FG/AG	9	X 15.3 FG/AG;S 78178;9	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 288675	S 78392	BARRICADE CLASSIC BOUNCE	6	BARRICADE CLASSIC BOUNCE;S 78392;6	 Rp 1,499,000 	  876,915.00 	1	  876,915.00 
FOOTWERE	4055341 288620	S 78392	BARRICADE CLASSIC BOUNCE	6-	BARRICADE CLASSIC BOUNCE;S 78392;6-	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055341 284516	S 78392	BARRICADE CLASSIC BOUNCE	7-	BARRICADE CLASSIC BOUNCE;S 78392;7-	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055341 284509	S 78392	BARRICADE CLASSIC BOUNCE	8	BARRICADE CLASSIC BOUNCE;S 78392;8	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055341 288668	S 78392	BARRICADE CLASSIC BOUNCE	8-	BARRICADE CLASSIC BOUNCE;S 78392;8-	 Rp 1,499,000 	  876,915.00 	0	  -   
FOOTWERE	4055341 288651	S 78392	BARRICADE CLASSIC BOUNCE	9	BARRICADE CLASSIC BOUNCE;S 78392;9	 Rp 1,499,000 	  876,915.00 	1	  876,915.00 
FOOTWERE	4055341 284479	S 78392	BARRICADE CLASSIC BOUNCE	10	BARRICADE CLASSIC BOUNCE;S 78392;10	 Rp 1,499,000 	  876,915.00 	1	  876,915.00 
FOOTWERE	4055341 284523	S 78392	BARRICADE CLASSIC BOUNCE	10-	BARRICADE CLASSIC BOUNCE;S 78392;10-	 Rp 1,499,000 	  876,915.00 	1	  876,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 211154	S 78566	CLIMACOOL VOYAGER	6-	CLIMACOOL VOYAGER;S 78566;6-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055341 210010	S 78566	CLIMACOOL VOYAGER	7	CLIMACOOL VOYAGER;S 78566;7	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055341 209922	S 78566	CLIMACOOL VOYAGER	7-	CLIMACOOL VOYAGER;S 78566;7-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055341 209854	S 78566	CLIMACOOL VOYAGER	8	CLIMACOOL VOYAGER;S 78566;8	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055341 209892	S 78566	CLIMACOOL VOYAGER	8-	CLIMACOOL VOYAGER;S 78566;8-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055341 211123	S 78566	CLIMACOOL VOYAGER	9	CLIMACOOL VOYAGER;S 78566;9	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055341 209984	S 78566	CLIMACOOL VOYAGER	9-	CLIMACOOL VOYAGER;S 78566;9-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 440727	S 82759	SUPERSTAR ODITY PACK	7-	SUPERSTAR ODITY PACK;S 82759;7-	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055011 109798	S 82840	DURAMO COMFORT W	4	DURAMO COMFORT W;S 82840;4	 Rp 299,000 	  174,915.00 	4	  699,660.00 
FOOTWERE	4055011 109811	S 82840	DURAMO COMFORT W	5	DURAMO COMFORT W;S 82840;5	 Rp 299,000 	  174,915.00 	1	  174,915.00 
FOOTWERE	4055011 109842	S 82840	DURAMO COMFORT W	6	DURAMO COMFORT W;S 82840;6	 Rp 299,000 	  174,915.00 	3	  524,745.00 
FOOTWERE	4055011 109781	S 82840	DURAMO COMFORT W	7	DURAMO COMFORT W;S 82840;7	 Rp 299,000 	  174,915.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 432868	S 83159	X 15.4 FXG	6-	X 15.4 FXG;S 83159;6-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055339 432905	S 83159	X 15.4 FXG	8	X 15.4 FXG;S 83159;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055339 432929	S 83159	X 15.4 FXG	8-	X 15.4 FXG;S 83159;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055339 432899	S 83159	X 15.4 FXG	9	X 15.4 FXG;S 83159;9	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 589273	S 83163	X 15.4 FXJ	4	X 15.4 FXJ;S 83163;4	 Rp 549,000 	  321,165.00 	2	  642,330.00 
FOOTWERE	4055338 587606	S 83163	X 15.4 FXJ	4-	X 15.4 FXJ;S 83163;4-	 Rp 549,000 	  321,165.00 	2	  642,330.00 
FOOTWERE	4055338 587545	S 83163	X 15.4 FXJ	5	X 15.4 FXJ;S 83163;5	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 591320	S 83170	X 15.4 IN J	4	X 15.4 IN J;S 83170;4	 Rp 549,000 	  321,165.00 	2	  642,330.00 
FOOTWERE	4055338 591351	S 83170	X 15.4 IN J	4-	X 15.4 IN J;S 83170;4-	 Rp 549,000 	  321,165.00 	2	  642,330.00 
FOOTWERE	4055338 591382	S 83170	X 15.4 IN J	5	X 15.4 IN J;S 83170;5	 Rp 549,000 	  321,165.00 	2	  642,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 523290	S 83171	ACE 15.4 FXG	6	ACE 15.4 FXG;S 83171;6	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 599401	S 83191	X 15.4 IN 	6	X 15.4 IN ;S 83191;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 599371	S 83191	X 15.4 IN 	6-	X 15.4 IN ;S 83191;6-	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055338 600848	S 83191	X 15.4 IN 	7	X 15.4 IN ;S 83191;7	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 599418	S 83191	X 15.4 IN 	8-	X 15.4 IN ;S 83191;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 399388	S 83191	X 15.4 IN 	9	X 15.4 IN ;S 83191;9	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 600855	S 83191	X 15.4 IN 	9-	X 15.4 IN ;S 83191;9-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055338 599463	S 83191	X 15.4 IN 	10	X 15.4 IN ;S 83191;10	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 601043	S 83192	X 15.3 IN J	4	X 15.3 IN J;S 83192;4	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE	4055338 600930	S 83192	X 15.3 IN J	4-	X 15.3 IN J;S 83192;4-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055338 600893	S 83192	X 15.3 IN J	5	X 15.3 IN J;S 83192;5	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 275992	S 83204	ACE 15.4 IN	8	ACE 15.4 IN;S 83204;8	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4044338 419457	S 83241	X 15.2 CT	6	X 15.2 CT;S 83241;6	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 441205	S 83264	X 15.3 IN J	4-	X 15.3 IN J;S 83264;4-	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE	4055338 441137	S 83264	X 15.3 IN J	5	X 15.3 IN J;S 83264;5	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 233817	S 83393	SUPERSTAR SUPERCOLOR PACK	9-	SUPERSTAR SUPERCOLOR PACK;S 83393;9-	 Rp 1,299,000 	  759,915.00 	0	  -   
FOOTWERE	4055338 233787	S 83393	SUPERSTAR SUPERCOLOR PACK	10	SUPERSTAR SUPERCOLOR PACK;S 83393;10	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 198079	S 83394	SUPERSTAR SUPERCOLOR PACK	7	SUPERSTAR SUPERCOLOR PACK;S 83394;7	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE	4055338 198093	S 83394	SUPERSTAR SUPERCOLOR PACK	7-	SUPERSTAR SUPERCOLOR PACK;S 83394;7-	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE	4055338 198130	S 83394	SUPERSTAR SUPERCOLOR PACK	8	SUPERSTAR SUPERCOLOR PACK;S 83394;8	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE	4055338 198192	S 83394	SUPERSTAR SUPERCOLOR PACK	8-	SUPERSTAR SUPERCOLOR PACK;S 83394;8-	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE	4055338 078494	S 83394	SUPERSTAR SUPERCOLOR PACK	9	SUPERSTAR SUPERCOLOR PACK;S 83394;9	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE	4055338 078464	S 83394	SUPERSTAR SUPERCOLOR PACK	9-	SUPERSTAR SUPERCOLOR PACK;S 83394;9-	 Rp 1,299,000 	  759,915.00 	1	  759,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4050951 906698	U 42603	ALQUA VARIO	9	ALQUA VARIO;U 42603;9	 Rp 299,000 	  174,915.00 	9	  1,574,235.00 
FOOTWERE	4050951 906704	U 42603	ALQUA VARIO	10	ALQUA VARIO;U 42603;10	 Rp 299,000 	  174,915.00 	8	  1,399,320.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4050947 456817	U 43664	DURAMO SLIDE	12	DURAMO SLIDE;U 43664;12	 Rp 189,000 	  110,565.00 	3	  331,695.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4050956 052598	V 23369	CLIMACOOL CAYOSH	8	CLIMACOOL CAYOSH;V 23369;8	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE	4050956 052604	V 23369	CLIMACOOL CAYOSH	9	CLIMACOOL CAYOSH;V 23369;9	 Rp 749,000 	  438,165.00 	3	  1,314,495.00 
FOOTWERE	4050956 052611	V 23369	CLIMACOOL CAYOSH	10	CLIMACOOL CAYOSH;V 23369;10	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE								  1,706.00 	  522,472,275.00 
FOOTWERE							  -   		
